,Unnamed: 0,image_tile_id,image_id,loc_id,Country,State_Province,Air_Field,Latitude,Longitude,Weather,Time_of_Day,Hour_of_Day,Season,avg_sun_elevation_angle,off_nadir_max,avg_pan_resolution,biome,realm,CONTROL
1508,1508,127_104001002B3BB400_tile_472,127_104001002B3BB400,127,USA,Puerto Rico,Luis Munoz Marin International Airport,18.44319945,-65.99743036847468,Clear Skies,Day,11.383333333333333,Spring,70.58651,8.418627,0.313654,Mangroves,Neotropic,3
5624,5624,67_1040010048B5A300_tile_1397,67_1040010048B5A300,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Snow,Day,11.866666666666667,Winter,34.293247,22.373234,0.353311,Deserts & Xeric Shrublands,Nearctic,1
2763,2763,26_104001001CD3B900_tile_1567,26_104001001CD3B900,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,12.616666666666667,Spring,50.996479,23.381859,0.3366125,Temperate Broadleaf & Mixed Forests,Palearctic,2
2255,2255,18_1040050010DC4900_tile_3406,18_1040050010DC4900,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,12.116666666666667,Winter,30.677256,25.62631,0.365993,Temperate Broadleaf & Mixed Forests,Palearctic,3
595,595,113_10400100413CDF00_tile_81,113_10400100413CDF00,113,USA,Florida,Pompano Beach Airpark,26.24909545,-80.1139574586896,Clear Skies,Day,12.4,Summer,70.47449,15.287237,0.326431,Flooded Grasslands & Savannas,Neotropic,1
8378,8378,98_104001000BA69D00_tile_183,98_104001000BA69D00,98,USA,Florida,Witham Field,27.1831531,-80.22488623222156,Clear Skies,Day,12.083333333333334,Spring,69.375793,24.464687,0.362985,"Temperate Grasslands, Savannas & Shrublands",Nearctic,2
7746,7746,93_104001002A4FAA00_tile_1404,93_104001002A4FAA00,93,USA,Kentucky,Cincinnati/Northern Kentucky International Airport,39.04990715,-84.66516172504984,Clear Skies,Day,11.933333333333334,Spring,43.621048,26.912125,0.3737549999999999,Temperate Broadleaf & Mixed Forests,Nearctic,3
750,750,115_104001004B8E2D00_tile_552,115_104001004B8E2D00,115,USA,Alabama,Birmingham-Shuttlesworth International Airport,33.56350085,-86.75151606755506,Clear Skies,Day,11.966666666666669,Spring,58.759113,14.023621,0.3185075,Temperate Broadleaf & Mixed Forests,Nearctic,1
2033,2033,18_10400100211BDD00_tile_3956,18_10400100211BDD00,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,12.783333333333331,Autumn,44.877602,10.872156,0.320573,Temperate Broadleaf & Mixed Forests,Palearctic,2
6268,6268,77_104001004299B200_tile_492,77_104001004299B200,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,12.983333333333333,Autumn,52.479137,19.396708,0.340441,Temperate Broadleaf & Mixed Forests,Nearctic,3
2712,2712,26_1040010011C6F000_tile_1527,26_1040010011C6F000,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,12.45,Autumn,39.65004,22.694019,0.357694,Temperate Broadleaf & Mixed Forests,Palearctic,1
6552,6552,81_1040010036B67400_tile_163,81_1040010036B67400,81,USA,New York,Albany International Airport,42.74801595,-73.79855563763934,Snow,Day,11.316666666666666,Winter,24.195606,26.440168,0.371785,Temperate Broadleaf & Mixed Forests,Nearctic,2
4105,4105,51_104001003D4C9C00_tile_273,51_104001003D4C9C00,51,USA,Florida,Opa-locka Executive Airport,25.90619265,-80.27515077349665,Cloud Cover or Haze,Day,12.583333333333334,Summer,79.01855,23.286707,0.352216,Flooded Grasslands & Savannas,Neotropic,3
0,0,100_1040010029990A00_tile_319,100_1040010029990A00,100,USA,Montana,Billings Logan International Airport,45.80923485,-108.54767517885944,Snow,Day,12.7,Spring,40.814545,27.08286,0.375229,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1
7196,7196,86_1040010044D30600_tile_349,86_1040010044D30600,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,12.55,Autumn,52.90882,19.142824,0.337756,Flooded Grasslands & Savannas,Neotropic,2
7840,7840,96_104001000896F900_tile_101,96_104001000896F900,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Snow,Day,12.266666666666667,Spring,17.321293,25.172054,0.372064,Boreal Forests/Taiga,Nearctic,3
6474,6474,78_10400100341B1C00_tile_115,78_10400100341B1C00,78,USA,Florida,Keystone Heights Airport,29.8418068,-82.04830112836822,Cloud Cover or Haze,Day,12.766666666666667,Autumn,45.334614,27.760647,0.3775585,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1
686,686,115_10400100067A5900_tile_126,115_10400100067A5900,115,USA,Alabama,Birmingham-Shuttlesworth International Airport,33.56350085,-86.75151606755506,Clear Skies,Day,10.566666666666666,Winter,31.546478,28.385544,0.387907,Temperate Broadleaf & Mixed Forests,Nearctic,2
354,354,109_10400100168E2A00_tile_47,109_10400100168E2A00,109,USA,Oregon,Scappoose Industrial Airpark,45.77189665,-122.86323864519883,Clear Skies,Day,11.583333333333334,Winter,22.032475,23.903067,0.3577869999999999,"Temperate Grasslands, Savannas & Shrublands",Nearctic,3
1311,1311,126_104001000C4AEE00_tile_1491,126_104001000C4AEE00,126,PRC,Shanghai,Shanghai Pudong International Airport,31.1427359,121.80411312160436,Clear Skies,Day,10.583333333333334,Summer,71.240685,20.036402,0.342431,Temperate Broadleaf & Mixed Forests,Palearctic,1
6036,6036,75_104001003D370500_tile_62,75_104001003D370500,75,USA,California,Salinas Municipal Airport,36.66286415,-121.6089494054428,Clear Skies,Day,12.533333333333331,Summer,75.02028,28.545969,0.3720565,"Mediterranean Forests, Woodlands & Scrub",Nearctic,2
4944,4944,57_104001001CBF9900_tile_300,57_104001001CBF9900,57,USA,Florida,Vero Beach Municipal Airport,27.65721495,-80.41832980247389,Clear Skies,Day,12.283333333333331,Spring,73.804192,17.772799,0.3348044999999999,"Temperate Grasslands, Savannas & Shrublands",Nearctic,3
4812,4812,54_10400100460EF400_tile_691,54_10400100460EF400,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,11.583333333333334,Winter,41.25408,28.453,0.383542,Flooded Grasslands & Savannas,Neotropic,1
7122,7122,86_104001003D8DB300_tile_363,86_104001003D8DB300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Cloud Cover or Haze,Day,12.283333333333331,Summer,74.79463,24.84526,0.360426,Flooded Grasslands & Savannas,Neotropic,2
2350,2350,20_1040010038CAE700_tile_142,20_1040010038CAE700,20,Germany,Bavaria,Airport Nuremberg,49.49826845,11.078106331160273,Clear Skies,Day,11.533333333333331,Spring,32.274555,24.380602,0.361652,Temperate Broadleaf & Mixed Forests,Palearctic,3
7038,7038,86_10400100290F5300_tile_161,86_10400100290F5300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,11.2,Winter,41.918182,28.868103,0.385596,Flooded Grasslands & Savannas,Neotropic,1
7784,7784,93_1040010048202D00_tile_1472,93_1040010048202D00,93,USA,Kentucky,Cincinnati/Northern Kentucky International Airport,39.04990715,-84.66516172504984,Clear Skies,Day,13.016666666666667,Spring,51.80045,22.319452,0.3507814999999999,Temperate Broadleaf & Mixed Forests,Nearctic,2
6193,6193,77_1040010040119E00_tile_853,77_1040010040119E00,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,12.65,Summer,69.28755,26.910341,0.3770965,Temperate Broadleaf & Mixed Forests,Nearctic,3
7931,7931,96_104001000896F900_tile_707,96_104001000896F900,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Snow,Day,12.266666666666667,Spring,17.321293,25.172054,0.372064,Boreal Forests/Taiga,Nearctic,1
5800,5800,69_104005000CDBE200_tile_3117,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,13.233333333333333,Autumn,46.01923,17.414585,0.336675,Temperate Broadleaf & Mixed Forests,Palearctic,2
7537,7537,91_1040010039040600_tile_184,91_1040010039040600,91,USA,Oklahoma,Richard Lloyd Jones Junior Airport,36.0395108,-95.98526285962684,Clear Skies,Day,11.65,Winter,43.592194,11.435417,0.3200555,"Temperate Grasslands, Savannas & Shrublands",Nearctic,3
7271,7271,86_10400100457A8A00_tile_51,86_10400100457A8A00,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,11.5,Winter,39.80721,17.297117,0.332862,Flooded Grasslands & Savannas,Neotropic,1
2722,2722,26_1040010011C6F000_tile_1636,26_1040010011C6F000,26,Denmark,Capital Region,Københavns Lufthavn,55.6091282,12.650982248393536,Clear Skies,Day,12.45,Autumn,39.65004,22.694019,0.357694,Temperate Broadleaf & Mixed Forests,Palearctic,2
3056,3056,31_10400100443CFD00_tile_676,31_10400100443CFD00,31,India,Maharshtra,Chhatrapati Shivaji Maharaj International Airport,19.09015275,72.86371349380883,Clear Skies,Day,11.733333333333333,Autumn,56.59772,23.924757,0.360799,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,3
7056,7056,86_10400100290F5300_tile_271,86_10400100290F5300,86,USA,Florida,Palm Beach International Airport,26.6859478,-80.09248650717163,Clear Skies,Day,11.2,Winter,41.918182,28.868103,0.385596,Flooded Grasslands & Savannas,Neotropic,1
3846,3846,4_1040010019345B00_tile_783,4_1040010019345B00,4,USA,Washington,Seattle-Tacoma International Airport,47.4475673,-122.3080158569515,Snow,Day,11.483333333333333,Winter,31.733309,23.882912,0.3633834999999999,Temperate Conifer Forests,Nearctic,2
6514,6514,80_104001003B099300_tile_28,80_104001003B099300,80,USA,Texas,Mid-Way Regional Airport,32.45697595,-96.91261985737096,Clear Skies,Day,12.633333333333333,Spring,71.050934,25.195433,0.3659425,"Temperate Grasslands, Savannas & Shrublands",Nearctic,3
3415,3415,42_10400100055EA300_tile_813,42_10400100055EA300,42,USA,Michigan,Detroit Metropolitan Wayne County Airport,42.2056991,-83.35297537621658,Cloud Cover or Haze,Day,11.45,Winter,22.87093,25.167149,0.363917,Temperate Broadleaf & Mixed Forests,Nearctic,1
204,204,106_1040010043890900_tile_57,106_1040010043890900,106,USA,Florida,Boca Raton Airport,26.3785634,-80.10843337272726,Cloud Cover or Haze,Day,12.5,Autumn,59.32623,17.182943,0.3322294999999999,Flooded Grasslands & Savannas,Neotropic,2
6548,6548,81_1040010036B67400_tile_159,81_1040010036B67400,81,USA,New York,Albany International Airport,42.74801595,-73.79855563763934,Snow,Day,11.316666666666666,Winter,24.195606,26.440168,0.371785,Temperate Broadleaf & Mixed Forests,Nearctic,3
4085,4085,51_104001003D4C9C00_tile_215,51_104001003D4C9C00,51,USA,Florida,Opa-locka Executive Airport,25.90619265,-80.27515077349665,Cloud Cover or Haze,Day,12.583333333333334,Summer,79.01855,23.286707,0.352216,Flooded Grasslands & Savannas,Neotropic,1
796,796,115_104001004B8E2D00_tile_984,115_104001004B8E2D00,115,USA,Alabama,Birmingham-Shuttlesworth International Airport,33.56350085,-86.75151606755506,Clear Skies,Day,11.966666666666669,Spring,58.759113,14.023621,0.3185075,Temperate Broadleaf & Mixed Forests,Nearctic,2
343,343,108_1040010049B46C00_tile_70,108_1040010049B46C00,108,USA,Florida,Palm Beach County Park Airport,26.59344965,-80.0853220050412,Clear Skies,Day,12.183333333333334,Spring,54.206795,28.06292,0.3776905,Flooded Grasslands & Savannas,Neotropic,3
4665,4665,54_1040010042D13B00_tile_231,54_1040010042D13B00,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,12.316666666666666,Autumn,61.372444,26.109623,0.36873,Flooded Grasslands & Savannas,Neotropic,1
6427,6427,77_1040010043B0F100_tile_737,77_1040010043B0F100,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Cloud Cover or Haze,Day,12.933333333333334,Autumn,59.12869,14.169504,0.325591,Temperate Broadleaf & Mixed Forests,Nearctic,2
4543,4543,54_1040010024086400_tile_782,54_1040010024086400,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Cloud Cover or Haze,Day,11.333333333333334,Autumn,45.31551,22.079554,0.3504075,Flooded Grasslands & Savannas,Neotropic,3
4255,4255,53_10400100087A4F00_tile_133,53_10400100087A4F00,53,USA,West Virginia,Yeager Airport,38.37294755,-81.5942197333228,Clear Skies,Day,12.133333333333333,Spring,43.874458,29.082975,0.39291,Temperate Broadleaf & Mixed Forests,Nearctic,1
2076,2076,18_10400100211BDD00_tile_4488,18_10400100211BDD00,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,12.783333333333331,Autumn,44.877602,10.872156,0.320573,Temperate Broadleaf & Mixed Forests,Palearctic,2
7370,7370,87_10400100480E4300_tile_31,87_10400100480E4300,87,USA,Alaska,Nome City Field,64.51057320000001,-165.3923044258286,Clear Skies,Day,13.85,Winter,10.661138,12.213675,0.3244135,Tundra,Nearctic,3
5688,5688,69_104005000CDBE200_tile_1138,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,13.233333333333333,Autumn,46.01923,17.414585,0.336675,Temperate Broadleaf & Mixed Forests,Palearctic,1
4337,4337,54_10400100061AF700_tile_533,54_10400100061AF700,54,USA,Florida,Miami International Airport,25.7949789,-80.28672341095405,Clear Skies,Day,10.816666666666666,Winter,36.465462,25.572586,0.364317,Flooded Grasslands & Savannas,Neotropic,2
5752,5752,69_104005000CDBE200_tile_2456,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,13.233333333333333,Autumn,46.01923,17.414585,0.336675,Temperate Broadleaf & Mixed Forests,Palearctic,3
8250,8250,97_104001003823A400_tile_157,97_104001003823A400,97,USA,California,Norman Y. Mineta San Jose International Airport,37.3633299,-121.9293365260259,Clear Skies,Day,11.2,Winter,35.15545,28.25883,0.3868979999999999,"Mediterranean Forests, Woodlands & Scrub",Nearctic,1
2231,2231,18_1040050010DC4900_tile_3178,18_1040050010DC4900,18,Germany,Hesse,Frankfurt Flughafen,50.0529322,8.5699146,Clear Skies,Day,12.116666666666667,Winter,30.677256,25.62631,0.365993,Temperate Broadleaf & Mixed Forests,Palearctic,2
2986,2986,31_104001002809DA00_tile_445,31_104001002809DA00,31,India,Maharshtra,Chhatrapati Shivaji Maharaj International Airport,19.09015275,72.86371349380883,Clear Skies,Day,11.866666666666667,Winter,55.809578,29.00387,0.3900255,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,3
7367,7367,87_10400100480E4300_tile_23,87_10400100480E4300,87,USA,Alaska,Nome City Field,64.51057320000001,-165.3923044258286,Clear Skies,Day,13.85,Winter,10.661138,12.213675,0.3244135,Tundra,Nearctic,1
3709,3709,47_104001001D2C7A00_tile_135,47_104001001D2C7A00,47,USA,California,Apple Valley Airport,34.5792083,-117.18550141093333,Clear Skies,Day,11.883333333333333,Summer,73.516151,24.799374,0.3642975,Deserts & Xeric Shrublands,Nearctic,2
5529,5529,67_1040010046D15B00_tile_1618,67_1040010046D15B00,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Cloud Cover or Haze,Day,11.8,Winter,36.111862,8.907067,0.3152905,Deserts & Xeric Shrublands,Nearctic,3
4995,4995,57_10400100379F8200_tile_413,57_10400100379F8200,57,USA,Florida,Vero Beach Municipal Airport,27.65721495,-80.41832980247389,Cloud Cover or Haze,Day,11.266666666666667,Winter,38.286674,27.641428,0.377411,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1
1289,1289,126_104001000C4AEE00_tile_1324,126_104001000C4AEE00,126,PRC,Shanghai,Shanghai Pudong International Airport,31.1427359,121.80411312160436,Clear Skies,Day,10.583333333333334,Summer,71.240685,20.036402,0.342431,Temperate Broadleaf & Mixed Forests,Palearctic,2
3958,3958,4_10400100360CD600_tile_808,4_10400100360CD600,4,USA,Washington,Seattle-Tacoma International Airport,47.4475673,-122.3080158569515,Clear Skies,Day,11.35,Winter,18.52492,27.114475,0.3771505,Temperate Conifer Forests,Nearctic,3
438,438,10_1040010039679A00_tile_85,10_1040010039679A00,10,France,Occitania,Aéroport de Montpellier,43.5789823,3.9583008,Clear Skies,Day,11.816666666666666,Spring,37.734722,28.781458,0.387306,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1
3273,3273,39_104001001D4E6100_tile_871,39_104001001D4E6100,39,USA,Kansas,Wichita Dwight D. Eisenhower National Airport,37.649253,-97.43226330309298,Clear Skies,Day,12.766666666666667,Summer,73.046417,15.912353,0.3271285,"Temperate Grasslands, Savannas & Shrublands",Nearctic,2
8125,8125,96_104001003C8C7800_tile_1159,96_104001003C8C7800,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Clear Skies,Day,13.75,Spring,43.191658,26.444286,0.379394,Boreal Forests/Taiga,Nearctic,3
8155,8155,96_104001003C8C7800_tile_1350,96_104001003C8C7800,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Clear Skies,Day,13.75,Spring,43.191658,26.444286,0.379394,Boreal Forests/Taiga,Nearctic,1
5399,5399,66_1040010037570000_tile_111,66_1040010037570000,66,USA,Arizona,Marana Regional Airport,32.4113732,-111.21748791631757,Clear Skies,Day,11.766666666666667,Winter,38.81488,26.438148,0.3700475,Deserts & Xeric Shrublands,Nearctic,2
8292,8292,97_104001003D4C1D00_tile_205,97_104001003D4C1D00,97,USA,California,Norman Y. Mineta San Jose International Airport,37.3633299,-121.9293365260259,Clear Skies,Day,12.433333333333334,Spring,69.592926,16.584066,0.333431,"Mediterranean Forests, Woodlands & Scrub",Nearctic,3
6910,6910,84_10400100460EF400_tile_74,84_10400100460EF400,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Clear Skies,Day,11.583333333333334,Winter,41.25408,28.453,0.383542,Flooded Grasslands & Savannas,Neotropic,1
2912,2912,28_1040010041747E00_tile_76,28_1040010041747E00,28,Portugal,Alentejo,Aerodromo Municipal de Evora,38.5323012,-7.889139568945691,Clear Skies,Day,12.95,Summer,59.66527,26.436563,0.3724145,"Mediterranean Forests, Woodlands & Scrub",Palearctic,2
7358,7358,87_1040010043467100_tile_30,87_1040010043467100,87,USA,Alaska,Nome City Field,64.51057320000001,-165.3923044258286,Clear Skies,Day,14.8,Autumn,22.966051,12.122519,0.324239,Tundra,Nearctic,3
5610,5610,67_1040010048B5A300_tile_1315,67_1040010048B5A300,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Snow,Day,11.866666666666667,Winter,34.293247,22.373234,0.353311,Deserts & Xeric Shrublands,Nearctic,1
2553,2553,23_104001002E8B7900_tile_2215,23_104001002E8B7900,23,Italy,Lazio,Viale di Porto,41.8469349,12.2210717,Clear Skies,Day,12.633333333333333,Summer,69.01081,16.324696,0.3298339999999999,"Mediterranean Forests, Woodlands & Scrub",Palearctic,2
2985,2985,31_104001002809DA00_tile_444,31_104001002809DA00,31,India,Maharshtra,Chhatrapati Shivaji Maharaj International Airport,19.09015275,72.86371349380883,Clear Skies,Day,11.866666666666667,Winter,55.809578,29.00387,0.3900255,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,3
1653,1653,130_104001000F25CE00_tile_1063,130_104001000F25CE00,130,USA,Pennsylvania,Philadelphia International Airport,39.875018,-75.23521278969667,Clear Skies,Day,12.3,Summer,58.145542,29.637547,0.389664,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1
4193,4193,52_1040010019854C00_tile_556,52_1040010019854C00,52,USA,Montana,Bozeman Yellowstone International Airport,45.78359005,-111.15697962783484,Clear Skies,Day,11.383333333333333,Winter,33.16666,28.081915,0.3821065,"Temperate Grasslands, Savannas & Shrublands",Nearctic,2
3062,3062,31_10400100443CFD00_tile_710,31_10400100443CFD00,31,India,Maharshtra,Chhatrapati Shivaji Maharaj International Airport,19.09015275,72.86371349380883,Clear Skies,Day,11.733333333333333,Autumn,56.59772,23.924757,0.360799,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,3
1769,1769,130_10400100452B0100_tile_1107,130_10400100452B0100,130,USA,Pennsylvania,Philadelphia International Airport,39.875018,-75.23521278969667,Clear Skies,Day,11.116666666666667,Winter,26.232819,25.563684,0.3715275,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1
5795,5795,69_104005000CDBE200_tile_2970,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,13.233333333333333,Autumn,46.01923,17.414585,0.336675,Temperate Broadleaf & Mixed Forests,Palearctic,2
6999,6999,84_1040010049B46C00_tile_278,84_1040010049B46C00,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Cloud Cover or Haze,Day,12.183333333333334,Spring,54.206795,28.06292,0.3776905,Flooded Grasslands & Savannas,Neotropic,3
580,580,113_10400100413CDF00_tile_138,113_10400100413CDF00,113,USA,Florida,Pompano Beach Airpark,26.24909545,-80.1139574586896,Clear Skies,Day,12.4,Summer,70.47449,15.287237,0.326431,Flooded Grasslands & Savannas,Neotropic,1
647,647,114_104001000A497900_tile_177,114_104001000A497900,114,USA,Virginia,Richmond International Airport,37.5069667,-77.32148389043365,Clear Skies,Day,12.016666666666667,Spring,57.421711,23.691565,0.3352925,"Temperate Grasslands, Savannas & Shrublands",Nearctic,2
7007,7007,84_1040010049B46C00_tile_68,84_1040010049B46C00,84,USA,Florida,Fort Lauderdale-Hollywood International Airport,26.072017,-80.15099673135214,Cloud Cover or Haze,Day,12.183333333333334,Spring,54.206795,28.06292,0.3776905,Flooded Grasslands & Savannas,Neotropic,3
8124,8124,96_104001003C8C7800_tile_1157,96_104001003C8C7800,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Clear Skies,Day,13.75,Spring,43.191658,26.444286,0.379394,Boreal Forests/Taiga,Nearctic,1
7347,7347,87_104001003E94D300_tile_21,87_104001003E94D300,87,USA,Alaska,Nome City Field,64.51057320000001,-165.3923044258286,Snow,Day,15.266666666666667,Summer,48.32012,20.605032,0.348679,Tundra,Nearctic,2
720,720,115_10400100067A5900_tile_649,115_10400100067A5900,115,USA,Alabama,Birmingham-Shuttlesworth International Airport,33.56350085,-86.75151606755506,Clear Skies,Day,10.566666666666666,Winter,31.546478,28.385544,0.387907,Temperate Broadleaf & Mixed Forests,Nearctic,3
1423,1423,126_104001000C4AEE00_tile_2137,126_104001000C4AEE00,126,PRC,Shanghai,Shanghai Pudong International Airport,31.1427359,121.80411312160436,Clear Skies,Day,10.583333333333334,Summer,71.240685,20.036402,0.342431,Temperate Broadleaf & Mixed Forests,Palearctic,1
1081,1081,119_104001003EA38900_tile_83,119_104001003EA38900,119,USA,Oregon,Portland-Mulino Airport,45.2171613,-122.5867912183302,Clear Skies,Day,12.683333333333334,Summer,67.26744,14.420707,0.3255409999999999,"Temperate Grasslands, Savannas & Shrublands",Nearctic,2
1520,1520,127_104001002B3BB400_tile_578,127_104001002B3BB400,127,USA,Puerto Rico,Luis Munoz Marin International Airport,18.44319945,-65.99743036847468,Clear Skies,Day,11.383333333333333,Spring,70.58651,8.418627,0.313654,Mangroves,Neotropic,3
5378,5378,66_104001002227AF00_tile_111,66_104001002227AF00,66,USA,Arizona,Marana Regional Airport,32.4113732,-111.21748791631757,Clear Skies,Day,11.45,Autumn,50.676071,18.829895,0.328773,Deserts & Xeric Shrublands,Nearctic,1
3956,3956,4_10400100360CD600_tile_804,4_10400100360CD600,4,USA,Washington,Seattle-Tacoma International Airport,47.4475673,-122.3080158569515,Clear Skies,Day,11.35,Winter,18.52492,27.114475,0.3771505,Temperate Conifer Forests,Nearctic,2
3931,3931,4_10400100360CD600_tile_737,4_10400100360CD600,4,USA,Washington,Seattle-Tacoma International Airport,47.4475673,-122.3080158569515,Clear Skies,Day,11.35,Winter,18.52492,27.114475,0.3771505,Temperate Conifer Forests,Nearctic,3
5792,5792,69_104005000CDBE200_tile_2937,69_104005000CDBE200,69,France,Ile-de-France,Tremblay-en-France Airport,49.0068908,2.571081969101916,Clear Skies,Day,13.233333333333333,Autumn,46.01923,17.414585,0.336675,Temperate Broadleaf & Mixed Forests,Palearctic,1
2449,2449,23_104001001E51BE00_tile_1773,23_104001001E51BE00,23,Italy,Lazio,Viale di Porto,41.8469349,12.2210717,Clear Skies,Day,12.35,Summer,68.949112,11.036024,0.3197595,"Mediterranean Forests, Woodlands & Scrub",Palearctic,2
6234,6234,77_104001004299B200_tile_1126,77_104001004299B200,77,USA,Georgia,Hartsfield - Jackson Atlanta International Airport,33.63779875,-84.42927118585675,Clear Skies,Day,12.983333333333333,Autumn,52.479137,19.396708,0.340441,Temperate Broadleaf & Mixed Forests,Nearctic,3
5493,5493,67_104001003F0B3200_tile_643,67_104001003F0B3200,67,USA,Utah,Salt Lake City International Airport,40.7900661,-111.97989846185592,Clear Skies,Day,12.933333333333334,Summer,71.38067,19.613453,0.3421295,Deserts & Xeric Shrublands,Nearctic,1
7945,7945,96_104001000896F900_tile_914,96_104001000896F900,96,USA,Alaska,Fairbanks International Airport,64.81761,-147.86784231862563,Snow,Day,12.266666666666667,Spring,17.321293,25.172054,0.372064,Boreal Forests/Taiga,Nearctic,2
915,915,118_10400100213D3100_tile_526,118_10400100213D3100,118,USA,Wisconsin,General Mitchell International Airport,42.9465423,-87.89725778714413,Cloud Cover or Haze,Day,12.05,Autumn,53.709187,16.53047,0.331491,"Temperate Grasslands, Savannas & Shrublands",Nearctic,3
8396,8396,98_104001000F15D300_tile_140,98_104001000F15D300,98,USA,Florida,Witham Field,27.1831531,-80.22488623222156,Clear Skies,Day,12.05,Summer,67.557785,20.748598,0.342832,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1
3379,3379,42_10400100055EA300_tile_626,42_10400100055EA300,42,USA,Michigan,Detroit Metropolitan Wayne County Airport,42.2056991,-83.35297537621658,Cloud Cover or Haze,Day,11.45,Winter,22.87093,25.167149,0.363917,Temperate Broadleaf & Mixed Forests,Nearctic,2
5263,5263,60_1040010046430200_tile_370,60_1040010046430200,60,USA,Arizona,Phoenix Sky Harbor International Airport,33.43284865,-112.00679145657892,Clear Skies,Day,11.65,Winter,40.206764,16.53186,0.3315464999999999,Deserts & Xeric Shrublands,Nearctic,3
539,539,113_10400100290F5300_tile_70,113_10400100290F5300,113,USA,Florida,Pompano Beach Airpark,26.24909545,-80.1139574586896,Clear Skies,Day,11.2,Winter,41.918182,28.868103,0.385596,Flooded Grasslands & Savannas,Neotropic,1
7688,7688,93_104001002A4FAA00_tile_1086,93_104001002A4FAA00,93,USA,Kentucky,Cincinnati/Northern Kentucky International Airport,39.04990715,-84.66516172504984,Clear Skies,Day,11.933333333333334,Spring,43.621048,26.912125,0.3737549999999999,Temperate Broadleaf & Mixed Forests,Nearctic,2
7673,7673,93_104001000493AA00_tile_1593,93_104001000493AA00,93,USA,Kentucky,Cincinnati/Northern Kentucky International Airport,39.04990715,-84.66516172504984,Clear Skies,Day,11.583333333333334,Autumn,33.011223,22.335035,0.349198,Temperate Broadleaf & Mixed Forests,Nearctic,3
963,963,118_1040010023C25400_tile_360,118_1040010023C25400,118,USA,Wisconsin,General Mitchell International Airport,42.9465423,-87.89725778714413,Clear Skies,Day,12.05,Autumn,40.415581,12.72849,0.323286,"Temperate Grasslands, Savannas & Shrublands",Nearctic,1
